index,race_isomap_x,race_isomap_y,race_tsne_x,race_tsne_y,race_umap_x,race_umap_y
accountant,-0.18353591174118872,-0.10901271930901288,-102.40375,47.93119,11.041464999999999,4.9437685
air traffic controller,-0.2132300103184644,0.03771466514578968,-119.765656,39.470463,11.638512,4.617319599999999
architect,-0.3836523595298925,0.05261596925932244,-111.74793999999999,-129.49106,11.061685,5.6834764
artist,-0.2809140354120801,-0.07190546193406053,-29.109575,42.120853000000004,10.589125,5.1822925
attorney,-0.5909801867204082,-0.12639601560504185,-119.77343,216.30559,11.523093,12.129058
baker,0.5516505085558192,0.21365182201044008,177.66828999999996,-163.5508,7.9729009999999985,-2.524518
banker,-0.17135684163257478,0.15694598888307704,-125.4227,1.6117136,11.176541,4.2692776
bartender,-0.6383783726010349,-0.001991845624916351,-170.08252,201.49938999999998,11.092122999999999,12.842184
barber,0.030468743328083418,-0.1172077923995572,46.324593,4.235658,8.305852999999999,3.9905589
barman,-0.22426592233578527,0.13863913479045026,-139.9406,57.710953,12.035296,4.473993
barmaid,0.7401389411475056,-0.053365251070829414,318.69034,3.1006744,2.8004092999999997,1.1289402
bookkeeper,0.5834122058101047,0.2260374101210481,190.2542,-172.32228,8.010598,-2.5862112
broadcaster,0.2998681097181047,0.027712266377964426,47.334441999999996,-175.45386000000005,7.9959507,0.9827905
builder,-0.6478906062787951,0.084438943484252,-108.47863999999998,296.48138,11.704302,8.436235
businessperson,0.035988985736680884,-0.1084088138812717,1.3880531999999999,-11.493310000000001,8.479277,3.6033093999999997
businessman,-0.5595675984803944,0.051149064288673884,-73.18863,267.89477999999997,11.466343,8.159084
businesswoman,0.4986491227562875,-0.34332675370428745,220.47737,37.125637,4.2416506,1.9978328999999997
butcher,0.4071886729122348,0.21716040043509965,115.98505,-143.23,7.811233500000001,-0.6511494000000001
captain,-0.052896936121247545,0.2978264879412413,-113.35828400000001,-207.71958999999998,10.230117,2.6194284
carpenter,-0.5626451147221627,0.052240633385700334,-86.783875,263.15756,11.927075,8.581617999999999
cashier,0.2387515309472233,-0.20007199787333801,146.73306000000005,20.787979999999997,5.6108217000000025,2.1980734
chef,-0.017115524919806658,0.0456139564859797,-23.890898,-18.948166,8.621485,3.3235318999999994
coach,-0.7844520801172367,-0.1471195028352418,-255.75172,264.60516,12.015089,11.657375
cook,0.6910871704512075,-0.09893471303479194,304.92633,-21.13583,3.0182083,1.3462485
computer programmer,-0.5039650487481765,-0.1944397420928839,-128.45413,199.16486,11.259535000000001,12.576825
dancer,0.20800995960182733,-0.12912046415150946,101.27925,-5.586777,7.388545,1.8834212
dental hygienist,0.010893064764185657,-0.13522993825008375,0.8158594,2.5874891,8.616131,3.8132917999999996
dentist,-0.07550345499913587,-0.1372499282000481,-15.122917999999999,22.344284,9.092297,4.7853794
designer,-0.17660190102459394,-0.09663970969877944,17.223470000000002,64.67205,10.091138,5.308035
developer,-0.8072203834714109,-0.16641776112389242,-304.26776,590.0624,12.195024,11.859772999999999
dietician,0.12621005475620056,-0.19435303266353904,127.14896,13.182932999999998,6.5784717000000015,2.384245
doctor,0.11710194644161034,0.13269073163181785,-15.721707,-91.57257,8.95825,2.5201540000000002
economist,-0.3880508721558107,0.055130594038022944,-28.528412,-154.63185,11.168439999999999,5.792797599999999
editor,0.030516833421014924,-0.05921560713288674,-1.7618018,-28.168756,8.6723,3.4478729
electrician,-0.2894541212035672,0.08146264797644223,-175.97508,66.895004,12.297572,4.6291895
engineer,-0.6801064291705433,0.07330617390396944,-116.4051,308.05966,11.503655,8.574357000000001
farmer,0.056438330722928386,0.1742004932658408,-65.19319,-73.13728,10.913311,2.7121463
filmmaker,-0.3066793946646414,-0.14177309526935564,-105.60565,148.1548,10.747556,5.4883003
financier,0.019124662236181568,0.14166486725083252,-83.39041,-84.9561,11.144855999999999,2.888025
fireman,-0.4376074003812455,0.11226253740342516,-137.21101000000002,257.00357,12.353055,8.316972999999999
fisherman,-0.03594028059336802,0.14112981774116407,-84.47788,-66.10148000000001,11.148286,2.9045357999999997
flight attendant,-0.12043265183686158,-0.16013480456066162,-28.887415,113.85972,8.568756,5.6018744000000025
gardener,0.5125066354935464,0.04618666756794509,-141.42023,798.6075,8.302627000000001,-2.7878406000000004
guidance counselor,-0.2906676679236461,-0.2107844270100427,-16.966372,134.89255,8.662460000000001,5.8857292999999995
hairdresser,0.4065161018004813,-0.3610189926254677,205.04083,32.728054,4.443528,2.0580523
homemaker,0.339920943801457,-0.3048528921505589,180.95146,28.731603999999997,5.131747,2.0862796
housekeeper,0.7533307099726909,-0.19960658030088926,301.3734,13.461747,2.7154777,1.0360360999999998
interior designer,-0.4543192465712162,-0.19362353741260727,-120.65808,186.73433,11.111469999999999,12.492538
jeweler,0.15354871753960467,0.10635181200284012,-61.079292,-185.83176,9.299106,2.8511553
journalist,0.3380314443587361,0.10356674073374024,68.45026,-192.65616,7.9413529999999986,0.6545239
judge,-0.22435660882529804,0.18377173885267334,-162.19826,39.845135,12.036325,4.366306
lawyer,-0.5364397576733173,0.04862683776390473,-86.848366,287.72927999999996,11.608964,8.304522500000001
librarian,0.4311744100599388,0.004555795106783492,225.4643,-135.33723,8.4576645,-2.7200086
maestro,0.4279712897909067,0.2198598295158236,137.41928000000001,-138.85098,7.849249,-0.65988934
magician,0.2879650962225331,0.23263281263148164,-94.42662,-162.6412,9.495291,2.1481682999999996
mason,-0.2750672671939402,0.14967192561910994,-166.10121,54.799507,12.374847,4.508419
mechanic,-0.7373427906716232,0.0018995580503816355,-228.00002999999998,250.7778,12.018216,11.841467
musician,-0.2790582732709757,-0.08958725931385414,-7.1236960000000025,45.0699,10.450332000000001,5.396603599999999
nanny,0.8078270398675562,-0.2882419568357021,297.7248,31.72577,2.5711310000000003,0.8755323
nurse,0.700557943860907,-0.1953746447113364,302.7785,-3.3142150000000004,2.8625612,1.1906676999999999
nutritionist,-0.06965494433986225,-0.1690440655805131,-11.008349,76.73691600000002,8.916591,5.187203
optician,0.12091753822720012,0.03197482608983433,-16.677406,-76.16960999999998,8.837503,2.727602
painter,0.34562939850984603,0.13539502847819154,82.691086,-188.34996,7.933117,0.28366154
pharmacist,0.06956144728804638,0.03330821539481603,-20.508839000000002,-61.347515,9.111360000000001,3.1544807
philosopher,0.2759119999438386,0.3454301416162915,85.21533000000002,-120.259056,8.07836,-0.37509432
photographer,-0.4773469048143339,-0.2072565877357058,-135.16661000000002,178.98761000000005,11.027686,12.73227
physiscian,0.0747625568125731,0.2400956372180689,-73.9376,-190.52722,9.614163000000001,2.6875978
physician's assistant,0.1626898160434887,0.2043136617269116,-12.665335,-111.55433000000001,9.207726,2.1412451
pilot,-0.5817900456984305,0.1076562608145426,-118.81235500000001,264.23053,12.073943,8.496872999999999
plumber,-0.30421410652345376,0.13933448398479975,-153.12117,69.13679,12.307292,4.5407267
police officer,-0.6009351716796423,0.09732298433546546,-98.552666,273.16607999999997,11.781431,8.432996000000001
policeman,0.30926536758394896,0.17007806896632327,104.76853,-151.76927,8.058753,0.07979335
politician,-0.23999332833692397,0.0588519253161965,-115.032715,-9.112199,11.134837,4.7767230000000005
postman,0.2854934106213231,-0.008698293001496327,52.952377,-156.82616000000004,8.134117,0.88221323
professor,-0.05276460160909041,0.1701331267711949,-96.51966999999999,-72.761505,11.211661999999999,2.9686307999999997
programmer,-0.6655417291565933,-0.20279541057136846,-241.32767,253.9583,12.004552,11.74555
psychologist,-0.06766568374931453,-0.14360177370832314,-18.080069,66.067665,8.975592,4.9307656
receptionist,0.27194804916862936,-0.25086435165927434,162.39915,23.867935,5.516753,2.2504413
salesperson,0.3215806777776846,-0.2928908818868846,165.7978,41.63773,5.409891,2.1501740000000003
scientist,0.08704857165235054,0.3189894504774828,-95.26700600000001,-194.23408999999998,9.886204,2.4538355
scholar,0.3563292946681719,0.3247247863653547,98.0007,-116.91861000000002,8.001288,-0.50675964
secretary,0.7161829370120565,-0.04081487656763914,320.812,-14.664511,2.955618,1.2849841999999998
server,-0.3215815638109364,-0.0944886521741874,-31.460789000000002,140.25271999999998,8.589723,5.972674
singer,0.2434671849296872,0.03298884629379331,23.867294,-175.80907,7.8551188,1.3314421
skipper,0.08807643065066471,-0.0963695465436168,57.32844,-2.6450179,8.259263,3.7213972
soldier,-0.07756151968834707,0.3309143182203252,-123.93943999999999,-214.98055,10.292860000000001,2.7292332999999998
socialite,0.5475891663772526,-0.41518044402009024,237.29294,30.25701500000001,4.197891,1.967075
stylist,-0.1138162332095238,-0.14532032607326098,1.1701728999999998,90.051674,9.072911999999999,5.360836
surgeon,-0.16508504803992802,0.16478739539193582,-126.01738,17.62051,11.344464,4.340656
teacher,0.5539896399367673,0.028768323955613576,278.7529,-1992.8182,8.329634,-2.7094061000000003
therapist,-0.5197818737709351,-0.17902671569574966,-151.81963000000005,198.91396,11.092152,12.736021000000001
translator,0.3812434900161099,0.27253419218776986,97.29310600000001,-181.8251,7.9579887000000005,-0.19262604
undertaker,0.5050342232363104,0.15472097802899512,200.86687,-157.77446,8.153608,-2.7646747000000005
veterinarian,-0.12673408698920224,-0.15595266878267064,-21.800991,91.99545,8.815928,5.2363877
videographer,-0.34223113594100474,-0.15701712158287648,-112.53562,164.58833,10.936253,12.362846000000001
waiter,0.3130773340012605,0.18401636985943806,144.4772,-126.71938999999999,7.7816550000000015,-0.65905565
waitress,0.4972460121162788,-0.41823029700206704,226.52853,17.096281,4.3237333,2.0898654
warrior,0.07956531867875559,0.4198051577173513,-98.67695,-224.71147000000002,10.150775999999999,2.5750296
writer,0.2449339873401648,0.036094750486240015,38.396465,-185.82195,7.964544,1.0460509
