index,sport_isomap_x,sport_isomap_y,sport_tsne_x,sport_tsne_y,sport_umap_x,sport_umap_y
accountant,0.6610139095447692,-0.26121950245367404,79.96785,-192.6287,11.353068,3.6279593
air traffic controller,0.611687104956721,0.2622470014095719,-81.03476,-179.05472,8.802571,3.936978
architect,0.179591829527105,-0.1457498321358892,28.803745,-65.75164,10.649722,5.3314967
artist,-0.4104199607259631,0.44491921315655447,-79.07105,110.05048,2.3243887,6.9864564
attorney,0.2261937320562954,0.0907349238229069,181.76405,-114.181076,12.055114,6.0620003
baker,-0.4831218069846724,0.06348856102884844,-17.235922,136.49896,1.969691,8.155062
banker,0.2688730263553423,-0.1798258932648951,151.5719,-107.27811,12.024689,5.6918273
bartender,0.4645355265717934,-0.08991117777118063,29.789274,-194.07953,10.901902,3.7355583
barber,0.05339905626452751,-0.3516822813816644,102.1496,-11.335643,14.346353,6.788924
barman,0.4549653763300039,-0.27776773746068995,69.97849,-150.78241,11.375884,4.584423
barmaid,-0.9227258633838848,-0.18097760620467088,15.917296,264.96133,-0.07805538,8.2662525
bookkeeper,-0.4907851917183948,0.21981204746407754,6.364202,132.13362,2.0773954,7.9966264
broadcaster,0.7201508960081131,0.21689240717176916,-91.9297,-186.81891,8.717298,3.864836
builder,0.3120526854497315,-0.2935708639767863,90.78538,-109.5745,11.517953,5.0819807
businessperson,0.7688186361469438,-0.14002772968691765,49.775448,-229.78542,11.228167,3.1409056
businessman,0.4416051070248327,-0.25812333205664695,80.36015,-140.40817,11.329926,4.663669
businesswoman,-0.7996413483006506,-0.193553823503648,5.185937,239.07701,0.41615573,8.354155
butcher,-0.015118118155013679,-0.30045154465973084,117.27353,10.099453,14.323494,7.024735
captain,0.3474097292366462,-0.09591808299389389,183.47762,-136.81168,11.969089,6.125636
carpenter,0.17182265706559782,-0.40140698621102533,110.43496,-50.616653,13.214776,5.8805294
cashier,0.10284229911039011,-0.1488584448612948,3.0011573,-114.76174,14.610102,6.5733333
chef,0.44753091143663837,-0.19763870800142616,95.55827,-203.76587,11.400802,3.7717829
coach,0.881321097644364,-0.103443821581906,44.83861,-274.62167,11.427905,2.5976949
cook,-0.6082579573610354,-0.00989426018678609,-16.467525,150.2726,1.6587996,8.167835
computer programmer,0.3851443603050127,0.32500889313230574,-89.75841,-116.80673,8.48932,4.624068
dancer,-0.7442949434959084,-0.23549948135749776,32.24253,219.8762,0.7526597,7.6570516
dental hygienist,0.30683958709504217,0.3416973331016008,-84.27741,-93.96428,8.59291,4.988178
dentist,0.1568291014629491,-0.12697520958325859,42.654655,-76.75252,10.668851,5.1237845
designer,0.0656151280140202,0.45904924012988774,-34.16796,12.994758,7.794326,5.749731
developer,0.7144007544134885,0.1246685699570834,-77.664734,-225.83409,9.214113,3.8441994
dietician,-0.5401341078121623,0.4648206920832161,-162.66862,155.65547,1.8174609,6.308046
doctor,-0.4256215559928116,-0.21935181953527022,-87.4462,196.1769,0.75778526,6.738714
economist,0.29150787360661656,-0.13048193677082906,162.48514,-98.35853,12.1538105,5.843055
editor,0.21055694419379867,0.3099269002006569,-75.12259,-80.495964,8.391727,5.2889285
electrician,0.7652267330625774,-0.13284169930418172,62.352478,-226.52336,11.263413,3.3735874
engineer,0.6108566033065921,-0.23890377388683323,77.268425,-178.37927,11.364201,4.1560845
farmer,0.1276710891511975,-0.3545827339640821,127.10851,-42.70281,13.135538,6.0010495
filmmaker,0.3917572970404811,0.2925776408502582,-92.08473,-133.91731,8.368489,4.293626
financier,0.5160052394571021,-0.13661749263783224,-61.441097,-197.83757,9.40539,3.929271
fireman,0.1950676011348142,-0.34879382122963676,139.94675,-56.04411,12.850234,5.856004
fisherman,0.0453999252449378,-0.35805529365580563,122.957886,-27.674911,14.022468,6.8412676
flight attendant,0.22554600121829893,-0.013179678100231027,-8.938672,-112.464,9.93838,5.3549805
gardener,-0.34158312846903527,-0.2625976744643119,-63.147457,193.09761,0.73153824,6.977152
guidance counselor,-0.041014454320126764,0.32011958257947304,-144.31664,-81.93591,7.630092,4.7518578
hairdresser,-0.8410532462781589,0.04439374866910612,-8.585157,220.37048,0.61168414,8.272168
homemaker,-0.638772149264108,0.10710062733969913,4.2411113,146.15207,1.8059748,8.170357
housekeeper,-0.9128435497847049,-0.21471241758979556,-0.09716061,253.3981,0.19617918,8.430347
interior designer,-0.17245063706735142,0.545186176058355,-232.99599,85.6721,7.415243,5.437712
jeweler,-0.30711749987420295,0.08796338346381143,-26.9839,110.649216,2.4645326,7.9099736
journalist,0.28245659322428046,0.2798564628459834,-63.852875,-33.959564,8.66235,5.6252575
judge,-0.8483704162840149,-0.22812743182642894,81.33531,325.89627,-0.9863006,7.3022003
lawyer,0.18376803092853028,0.05382861490349588,-16.251575,-52.42401,9.64546,5.5879536
librarian,-0.44402909534465246,0.5031906412343585,-155.29427,143.76915,2.1573625,6.376667
maestro,-0.06455046526196379,-0.2504354939342895,114.78217,53.217674,13.767465,7.531453
magician,-0.5182895663557476,-0.14712681331712044,-99.429146,201.38022,0.7570743,6.617511
mason,-0.2642046895994637,-0.276195309601656,125.1085,102.72789,13.32876,7.1509266
mechanic,0.9721490871242545,-0.15180778144522508,33.206818,-268.99292,11.425658,2.4138741
musician,0.3636866242597206,-0.15446838353257275,101.2359,-120.596306,11.345823,5.0978074
nanny,-0.5882531828947989,-0.23733693241547119,-1056.0531,-5.606224,0.8707936,7.4415283
nurse,-0.7992085633191361,-0.29664399800723673,1.9114624,271.20703,0.010022702,8.359245
nutritionist,0.051358830906496934,0.42813237885081656,-137.60089,-69.626205,7.6593432,5.0249534
optician,0.23946547673557342,0.29774082639212984,-39.64466,-44.18712,8.6053915,5.7695694
painter,-0.29822921442610917,0.10022178902766404,-41.417236,105.749916,2.4560616,7.578565
pharmacist,-0.06691709252591561,0.03330029110605602,-27.005632,83.437294,2.6297445,7.840655
philosopher,-0.664638921669577,-0.045971148872366856,97.91474,315.83572,-0.97577995,7.2726283
photographer,0.3358935670270162,0.35069490236264445,-76.19277,-39.44231,8.51634,5.384066
physiscian,-0.3420543162881355,0.07915633671762469,-146.75583,98.662254,1.9922205,6.4345965
physician's assistant,-0.5778306780875302,-0.005459633523810152,-99.60223,218.78242,0.5212269,6.770332
pilot,0.7330422896033794,0.0022701197764957953,-65.80712,-220.44742,9.399032,3.726472
plumber,0.8816769321338027,-0.09105294274078661,42.466732,-249.54594,11.367789,2.7228239
police officer,0.18471903042721655,-0.2023350835169803,162.41327,-116.51866,12.20114,5.968349
policeman,-0.009518868281938674,-0.26084603346059676,109.54525,35.022305,13.785962,7.2527704
politician,0.2976445837749542,-0.0714680717012923,15.108711,-58.10841,10.6327305,5.551361
postman,0.014005007295638767,-0.2891038009220722,115.49978,-3.9173808,14.501894,6.964456
professor,-0.47948092138688986,0.17029282852586283,-121.24107,127.52585,1.8981652,6.803362
programmer,0.5213698805106213,0.2504818034650347,-89.39378,-154.38742,8.552896,4.1293426
psychologist,-0.43390024584732334,0.3954428333715989,-139.90277,128.47739,2.0103326,6.6562686
receptionist,0.13058238223393875,0.24106387898436124,-27.947777,49.061443,7.945817,6.238796
salesperson,0.639107381697424,-0.04906537776242439,37.46373,-206.97783,11.031599,3.478513
scientist,0.0181668270184961,-0.05923506589267843,95.362854,46.437553,13.6862135,7.4503345
scholar,-0.8170185344609202,-0.06868024099974598,85.230965,309.62567,-0.8708582,7.4116263
secretary,-0.549436672737623,-0.2298001219076268,-71.52291,178.21153,0.65647316,7.093458
server,0.19101103117246016,0.28559055825039653,-142.4526,-99.946945,7.800045,4.5890813
singer,-0.45417444219796765,0.22281031498405557,-64.81355,109.93543,2.3494318,7.2808714
skipper,1.0371253294934961,-0.05706960513252444,20.519976,-278.97864,11.322103,2.4070458
soldier,-0.15598668082922523,-0.2606376426511672,128.7136,90.76102,13.484466,7.243491
socialite,-0.779696356043758,0.41528565892543223,-169.68788,173.45592,0.81666404,7.742523
stylist,-0.18585777335026804,0.5413667434400683,201.12753,62.410168,7.427796,5.4566464
surgeon,0.3256222377224965,-0.16962769740078373,76.35652,-118.05448,11.293434,5.1283402
teacher,-0.8417117398007868,-0.04301342257727932,22.732407,282.43634,-0.2109658,8.11447
therapist,-0.371196164317431,0.3216879829178948,-142.50632,116.00193,1.9176538,6.480403
translator,0.23585753218221614,0.41205691686638446,-48.747993,-30.815762,8.387628,5.6955333
undertaker,-0.17190252377431806,-0.2976051456212185,131.45906,27.998974,14.2038555,7.2501774
veterinarian,0.2415838806995415,0.3033612432980226,-94.49122,-82.70209,8.737939,5.0292215
videographer,0.5730488224904441,0.33183652025255717,-101.89588,-164.14354,8.587656,3.9423022
waiter,-0.06676111693168542,-0.25657895088416505,137.14214,-2.4767625,14.542487,6.746729
waitress,-0.7512879584557696,-0.11395653694425009,12.325384,225.51004,0.8537999,7.956164
warrior,-0.4873104183516179,-0.3549234187802794,103.24501,301.45294,-0.9033505,7.382445
writer,0.15119295971400848,0.3309101577262188,-31.53224,26.790398,7.9998813,5.988026
